domain,fail_count,stages,error_types,last_institution,sample_url,sample_message
gjbukgu.kccf.or.kr,3,homepage,RuntimeError,북구문화원,http://gjbukgu.kccf.or.kr/,HTTP request failed after retries: timed out
www.mayhall.kr,3,homepage,RuntimeError,메이홀,http://www.mayhall.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.sftaehu.com,3,homepage,RuntimeError,SF태후,http://www.sftaehu.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
gaac.co.kr,3,homepage,RuntimeError,아름다운비행,http://gaac.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.양주한국병원장례문화원.com,3,homepage,UnicodeEncodeError,양주한국병원장례문화원,http://www.양주한국병원장례문화원.com/,'latin-1' codec can't encode characters in position 4-14: ordinal not in range(256)
해동굿당.com,3,homepage,UnicodeEncodeError,해동굿문화센터,http://해동굿당.com/,'latin-1' codec can't encode characters in position 0-3: ordinal not in range(256)
geoparkcenter.kr,3,homepage,HTTPError,한탄강세계지질공원센터,http://geoparkcenter.kr/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1081)>
www.포천장례식장.kr,3,homepage,UnicodeEncodeError,포천장례문화원,http://www.포천장례식장.kr/,'latin-1' codec can't encode characters in position 4-9: ordinal not in range(256)
www.galleryartandnature.com,3,homepage,RuntimeError,갤러리 아트앤네이처,http://www.galleryartandnature.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.dojasesang.com,3,homepage,RuntimeError,여주도자세상,http://www.dojasesang.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
여주장례식장.com,3,homepage,UnicodeEncodeError,여주시민장례문화원,http://여주장례식장.com/,'latin-1' codec can't encode characters in position 0-5: ordinal not in range(256)
www.beatpr.net,3,homepage,RuntimeError,비트 프로덕션,http://www.beatpr.net/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
연천문화원.kr,3,homepage,UnicodeEncodeError,연천문화원,http://연천문화원.kr/,'latin-1' codec can't encode characters in position 0-4: ordinal not in range(256)
www.artsy.net,3,homepage,HTTPError,137니반초갤러리,https://www.artsy.net/partner/137-nibancho-gallery,HTTP Error 403: Forbidden
www.exrental119.co.kr,3,homepage,RuntimeError,전시렌탈119,http://www.exrental119.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11002] getaddrinfo failed>
www.gpfmc.or.kr,3,sitemap,HTTPError,가평문화예술회관 야외공연장,http://www.gpfmc.or.kr/sitemap.xml,HTTP Error 404: 404
yellowbridge.kr,3,homepage,RuntimeError,노랑다리미술관,https://yellowbridge.kr/,HTTP request failed after retries: <urlopen error timed out>
리브가갤러리.eable.kr,3,homepage,UnicodeEncodeError,리브가갤러리,http://리브가갤러리.eable.kr/,'latin-1' codec can't encode characters in position 0-5: ordinal not in range(256)
www.fgbom.co.kr,3,homepage,RuntimeError,봄파머스가든,http://www.fgbom.co.kr/,HTTP request failed after retries: <urlopen error timed out>
https,3,homepage,RuntimeError,쎄서미뮤지엄,https://https//sesamemuseum.imweb.me/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
sangsangplatform.or.kr,3,homepage,RuntimeError,상상플랫폼,https://sangsangplatform.or.kr/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.namdong.go.kr,3,homepage,RuntimeError,서창어울마당,https://www.namdong.go.kr/seochang/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.p-city.com,3,homepage,RuntimeError,파라다이스시티 아트투어,https://www.p-city.com/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.insiseol.or.kr,3,institution-timeout,HTTPError,가좌근로자복합문화센터,https://www.insiseol.or.kr/culture/gajwa/,institution timeout reached
www.museuml.co.kr,3,homepage,HTTPError,뮤지엄엘,http://www.museuml.co.kr/,HTTP Error 403: Forbidden
www.artspace103.kr,3,homepage,RuntimeError,문선아트플랫폼,https://www.artspace103.kr/,"HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.artspace103.kr'. (_ssl.c:1081)>"
songdoconvensia.com,3,homepage,RuntimeError,송도컨벤시아,http://songdoconvensia.com/,HTTP request failed after retries: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1081)>
www.uhmoon.com,3,homepage,RuntimeError,우현문갤러리,http://www.uhmoon.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
핸디페어.gajagaja.co.kr,3,homepage,UnicodeEncodeError,핸디페어,http://핸디페어.gajagaja.co.kr/,'latin-1' codec can't encode characters in position 0-3: ordinal not in range(256)
www.icdonggu.go.kr,3,homepage,RuntimeError,수도국산달동네박물관,http://www.icdonggu.go.kr/museum/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.inmuseum.or.kr,3,homepage,RuntimeError,범패민속문화박물관,http://www.inmuseum.or.kr/kor/museum/index.php,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
윤혜숙아뜨리에,3,homepage,UnicodeEncodeError,윤슬미술관윤혜숙아뜨리에,https://윤혜숙아뜨리에/,'latin-1' codec can't encode characters in position 0-6: ordinal not in range(256)
www.gallerytaeo.com,3,homepage,RuntimeError,갤러리태오,https://www.gallerytaeo.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.galleryjoo.kr,3,homepage,RuntimeError,갤러리주,https://www.galleryjoo.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
youth.incheon.go.kr,3,ocr-loop,HTTPError,청년센터 서구1939,https://youth.incheon.go.kr/space/seogu/support/program_request.jsp,institution timeout reached
www.dolsimbang.or.kr,3,homepage,RuntimeError,돌심방,http://www.dolsimbang.or.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.lifewill.or.kr,3,homepage,RuntimeError,생명존중교육문화원,http://www.lifewill.or.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.sdgcrew.com,3,homepage,RuntimeError,생동감,http://www.sdgcrew.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
osillust.co.kr,3,homepage,RuntimeError,오성 일러스트,http://osillust.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.byunandjang.com,3,homepage,RuntimeError,장기민갤러리,https://www.byunandjang.com/gallery,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.dreamajor.co.kr,3,homepage,RuntimeError,그꿈전공생,http://www.dreamajor.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.tiffanyag.com,3,homepage,RuntimeError,티파니아트갤러리,http://www.tiffanyag.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.seonwonsa.com,3,homepage,RuntimeError,선원사유물전시관,http://www.seonwonsa.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.kwbc.co.kr,3,homepage,RuntimeError,강원대학교춘천캠퍼스백령아트센터,http://www.kwbc.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.gwart.kr,3,homepage,RuntimeError,강원국제트리엔날레2024,https://www.gwart.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.sokcho.go.kr,3,homepage,RuntimeError,속초문화예술회관,http://www.sokcho.go.kr/culture,HTTP request failed after retries: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1081)>
wfv.koica.go.kr,3,homepage,RuntimeError,코이카 월드프렌즈빌리지,http://wfv.koica.go.kr/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.cheolamart.com,3,homepage,RuntimeError,철암탄광역사촌,http://www.cheolamart.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.cccc.or.kr,3,homepage,RuntimeError,춘천문화원,https://www.cccc.or.kr/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.urculturepark.com,3,homepage,RuntimeError,유알컬처파크,http://www.urculturepark.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
별새꽃돌과학관.kr,3,homepage,UnicodeEncodeError,별새꽃돌과학관,https://별새꽃돌과학관.kr/,'latin-1' codec can't encode characters in position 0-6: ordinal not in range(256)
www.wonjucaf.com,3,homepage,RuntimeError,원주문화예술진흥원,https://www.wonjucaf.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
태백문화원.com,3,homepage,UnicodeEncodeError,태백문화원,http://태백문화원.com/,'latin-1' codec can't encode characters in position 0-4: ordinal not in range(256)
edu.sokcho.go.kr,3,homepage,RuntimeError,속초시 평생교육문화센터,https://edu.sokcho.go.kr/,HTTP request failed after retries: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1081)>
www.samcheok.go.kr,3,sitemap,HTTPError,어촌민속전시관,https://www.samcheok.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.scm.go.kr,3,homepage,RuntimeError,삼척시립박물관,http://www.scm.go.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
hsg.go.kr,3,homepage,HTTPError,횡성군시설관리사업소,http://hsg.go.kr/art/html/main,HTTP Error 404: 404
jcexpo.kr,3,homepage,RuntimeError,2025제천국제한방천연물산업엑스포,https://jcexpo.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
사단법인강원효문화원.com,3,homepage,UnicodeEncodeError,사단법인 강원효문화원,http://사단법인강원효문화원.com/,'latin-1' codec can't encode characters in position 0-9: ordinal not in range(256)
www.아트라인.kr,3,homepage,UnicodeEncodeError,미술터미널작은미술관,http://www.아트라인.kr/,'latin-1' codec can't encode characters in position 4-7: ordinal not in range(256)
jsimc.koreanweb.kr,3,homepage,HTTPError,정선향토박물관,http://jsimc.koreanweb.kr/html/5tour/3tour1.php,HTTP Error 404: Not Found
tutbat.tistory.com,3,homepage,HTTPError,문화공간 예술텃밭,http://tutbat.tistory.com/,HTTP Error 451:
hc.speedium.co.kr,3,homepage,HTTPError,인제스피디움 타임갤러리,http://hc.speedium.co.kr/content/06facility/10_01.jsp,HTTP Error 404: 404
www.baekgong.com,3,homepage,RuntimeError,내설악 백공미술관,http://www.baekgong.com/,HTTP request failed after retries: <urlopen error timed out>
cc.speedium.co.kr:8443,3,homepage,RuntimeError,인제스피디움 클래식카박물관,https://cc.speedium.co.kr:8443/content/05contest/07_01.jsp,HTTP request failed after retries: <urlopen error timed out>
www.cbsec.go.kr,3,homepage,RuntimeError,충북교육박물관,http://www.cbsec.go.kr/edu/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.esart.go.kr,3,page,HTTPError,음성문화예술회관,https://www.esart.go.kr/www/selectSchdulList.do,HTTP Error 500: Internal Server Error
kimsoohyundrama.org,3,homepage,HTTPError,김수현드라마아트홀,http://kimsoohyundrama.org/,HTTP Error 403: Forbidden
www.jinjimuseum.co.kr,3,homepage,HTTPError,진지박물관,http://www.jinjimuseum.co.kr/,HTTP Error 403: Forbidden
woonbo.kr,3,homepage,RuntimeError,운보의집운보미술관,http://woonbo.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.jeju.go.kr,3,ocr-loop,InstitutionTimeoutError,제주현대미술관,https://www.jeju.go.kr/jejumuseum/shows.htm,institution timeout reached
gidang.seogwipo.go.kr,3,"homepage,page,sitemap",RuntimeError,기당미술관,http://gidang.seogwipo.go.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
arts.jejusi.go.kr,3,"homepage,page,sitemap",RuntimeError,제주아트센터,http://arts.jejusi.go.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.jipc.or.kr.,3,"homepage,page,sitemap",RuntimeError,제주국제평화센터,https://www.jipc.or.kr./,"HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.jipc.or.kr.'. (_ssl.c:1081)>"
www.lifelo.or.kr,3,"homepage,page,sitemap",RuntimeError,제주학생문화원,http://www.lifelo.or.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.sscc.jeju.kr,3,"homepage,page,sitemap",RuntimeError,서귀포학생문화원,http://www.sscc.jeju.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.shinhwaworld.com,3,"homepage,page,sitemap",RuntimeError,제주신화월드 랜딩 컨벤션 센터,https://www.shinhwaworld.com/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.chogyeartmuseum.com,3,"homepage,page,sitemap",RuntimeError,초계미술관,http://www.chogyeartmuseum.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.hue-gopang.com,3,"homepage,page,sitemap",RuntimeError,갤러리고팡,http://www.hue-gopang.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
wnhcenter.jeju.go.kr,3,"homepage,page,sitemap",RuntimeError,제주세계자연유산센터,http://wnhcenter.jeju.go.kr/index.php/main,HTTP request failed after retries: <urlopen error timed out>
www.gimnyeong.com,3,"homepage,page,sitemap",RuntimeError,김녕농협장례문화센터,http://www.gimnyeong.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
aramusehall.jejunu.ac.kr,3,"homepage,page,sitemap",RuntimeError,제주대학교 아라뮤즈홀,https://aramusehall.jejunu.ac.kr/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
galleryga.co.kr,3,"homepage,page,sitemap",RuntimeError,갤러리지에이,http://galleryga.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
4255.co.kr,3,"homepage,page,sitemap",RuntimeError,블루마운틴4255,http://4255.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.noblearts.org,3,"homepage,page,sitemap",RuntimeError,노블아트,https://www.noblearts.org/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
admuseum.kobaco.co.kr,3,"homepage,page,sitemap",RuntimeError,한국광고박물관,http://admuseum.kobaco.co.kr/,HTTP request failed after retries: <urlopen error timed out>
www.hlsi.co.kr,3,"homepage,page,sitemap",RuntimeError,한생연 융합교육과학관,http://www.hlsi.co.kr/sub/sub05_0104.php,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.soorimcf.or.kr,3,"page,sitemap",HTTPError,김희수아트센터,http://www.soorimcf.or.kr/content/archive/view,HTTP Error 500: 
goldstar.lge.co.kr,3,"homepage,page,sitemap",RuntimeError,금성전파사,https://goldstar.lge.co.kr/,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1081)>
dongdaemun.kccf.or.kr,3,"homepage,page,sitemap",RuntimeError,동대문문화원,http://dongdaemun.kccf.or.kr/,HTTP request failed after retries: timed out
잠언목공예.kr,3,"homepage,page,sitemap",UnicodeEncodeError,잠언목공예,http://잠언목공예.kr/,'latin-1' codec can't encode characters in position 0-4: ordinal not in range(256)
www.yeingallery.co.kr,3,"homepage,page,sitemap",RuntimeError,예인갤러리,http://www.yeingallery.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.art-pick.com,3,"homepage,page,sitemap",RuntimeError,아트픽,http://www.art-pick.com/,HTTP request failed after retries: <urlopen error [Errno 11002] getaddrinfo failed>
www.orangefox.co.kr,3,"homepage,page,sitemap",RuntimeError,오렌지폭스,http://www.orangefox.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11002] getaddrinfo failed>
csm-uma.com,3,"homepage,page,sitemap",RuntimeError,중앙예술원,http://csm-uma.com/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
m-story.kr,3,"homepage,page,sitemap",RuntimeError,Mstory아트홀,http://m-story.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
www.ibbf.co.kr,3,"homepage,page,sitemap",RuntimeError,부산미용페스티벌 조직위원회,http://www.ibbf.co.kr/,HTTP request failed after retries: <urlopen error [Errno 11001] getaddrinfo failed>
오상전시전기전력.com,3,"homepage,page,sitemap",UnicodeEncodeError,오상전시전력,http://오상전시전기전력.com/,'latin-1' codec can't encode characters in position 0-7: ordinal not in range(256)
www.ibabyshow.co.kr,2,page,HTTPError,인천 베이비페어&유아교육전,https://www.ibabyshow.co.kr/blog.naver.com/segefairs,HTTP Error 404: Not Found
www.ntok.go.kr,2,page,HTTPError,국립극장 공연예술박물관,https://www.ntok.go.kr/museum/cm/cntnts/cntntsView.do,HTTP Error 400: Bad Request
pajubookcity.org,2,ocr-loop,HTTPError,아시아출판문화정보센터,http://pajubookcity.org/,institution timeout reached
nestcorp.co.kr,2,page,HTTPError,네스트 파주 전시장,https://nestcorp.co.kr/product/40/506,HTTP Error 500: Internal Server Error
artmuse.gwangju.go.kr,2,sitemap,HTTPError,광주시립미술관 하정웅미술관,http://artmuse.gwangju.go.kr/sitemap.xml,HTTP Error 404: Not Found
gjart.gwangju.go.kr,2,institution-timeout,HTTPError,광주예술의전당,http://gjart.gwangju.go.kr/,institution timeout reached
art.gwangsan.go.kr,2,page,HTTPError,광산문화예술회관,http://art.gwangsan.go.kr/art/artCalendar.do,HTTP Error 404: 404
www.pocheon.go.kr,2,page,HTTPError,포천시청년센터,https://www.pocheon.go.kr/newsvision/contents.do,HTTP Error 400: Bad Request
www.pcmh.or.kr,2,ocr-loop,HTTPError,포천문화원,http://www.pcmh.or.kr/,institution timeout reached
www.pcs21.net,2,sitemap,HTTPError,내촌교육문화센터,https://www.pcs21.net/sitemap.xml,HTTP Error 404: Not Found
www.spakorea.kr,2,ocr-loop,HTTPError,스파코리아 전시장,http://www.spakorea.kr/,institution timeout reached
www.haksanculture.or.kr,2,sitemap,HTTPError,학산소극장,http://www.haksanculture.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.incheon.go.kr,2,institution-timeout,TimeoutError,인천광역시검단선사박물관,http://www.incheon.go.kr/museum/index,institution timeout reached
linktr.ee,2,sitemap,HTTPError,느낌커뮤니케이션,https://linktr.ee/sitemap.xml,HTTP Error 404: Not Found
ijcf.or.kr,2,ocr-loop,HTTPError,트릭아트스토리,https://ijcf.or.kr/main/space/museum3.jsp,institution timeout reached
lang-artspace.com,2,js-render,HTTPError,랑아트스페이스,http://lang-artspace.com/,"Page.goto: Timeout 12000ms exceeded.
Call log:
  - navigating to ""http://lang-artspace.com/"", waiting until ""domcontentloaded"""
gysiseol.or.kr,2,homepage,HTTPError,계양문화회관,http://gysiseol.or.kr/sitemap.xml,HTTP Error 404: Not Found
wjmedia.or.kr,2,page,HTTPError,원주영상미디어센터,https://wjmedia.or.kr/program/education,HTTP Error 404: Not Found
whm.wonju.go.kr,2,sitemap,HTTPError,임윤지당선양관,https://whm.wonju.go.kr/sitemap.xml,HTTP Error 404: Not Found
neutygallery.com,2,homepage,HTTPError,느티갤러리,http://neutygallery.com/sitemap.xml,HTTP Error 502: Bad Gateway
www.taebaek.go.kr,2,homepage,HTTPError,태백시문화예술회관,https://www.taebaek.go.kr/www/contents.do,HTTP Error 404: Not Found
www.cwg.go.kr,2,homepage,RuntimeError,철원아트하우스,https://www.cwg.go.kr/sitemap.xml,HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>
www.injeart.or.kr,2,ocr-loop,HTTPError,인제 하늘내린센터,http://www.injeart.or.kr/,institution timeout reached
www.osong-bio.kr,2,page,HTTPError,오송바이오진흥재단,http://www.osong-bio.kr/home/sub.do,HTTP Error 404: Not Found
www.cju.ac.kr,2,page,HTTPError,청주대학교 박물관,http://www.cju.ac.kr/muse/contents.do,HTTP Error 400: Bad Request
mmca.go.kr,2,homepage,HTTPError,국립현대미술관 청주,https://mmca.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.jejumarineanimal.com,2,"institution-timeout,sitemap","HTTPError,TimeoutError",제주해양동물박물관,http://www.jejumarineanimal.com/,institution timeout reached
museumhanmi.or.kr,2,page,HTTPError,뮤지엄한미 삼청,https://museumhanmi.or.kr/post_program/2026%eb%ae%a4%ec%a7%80%ec%97%84%ed%95%9c%eb%af%b8-%ec%95%84%ec%b9%b4%eb%8d%b0%eb%af%b8-%ec%a0%95%ea%b7%9c%ea%b3%bc%ec%a0%95/,HTTP Error 404: Not Found
incm-project.or.kr,1,sitemap,HTTPError,인천시립미술관(2028년예정),http://incm-project.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.siheung.go.kr,1,sitemap,HTTPError,시흥아트센터(2026년예정),https://www.siheung.go.kr/sitemap.xml,HTTP Error 404: Not Found
arts.kpu.ac.kr,1,sitemap,HTTPError,TIP아트센터,http://arts.kpu.ac.kr/sitemap.xml,HTTP Error 404: Not Found
eduinfo.siheung.go.kr,1,sitemap,HTTPError,시흥ABC행복학습타운,http://eduinfo.siheung.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.inartplatform.kr,1,sitemap,HTTPError,인천아트플랫폼,http://www.inartplatform.kr/sitemap.xml,HTTP Error 404: Not Found
www.iwabiennale.org,1,js-render,Error,국제인천여성미술비엔날레 사무국,http://www.iwabiennale.org/,Page.content: Unable to retrieve content because the page is navigating and changing the content.
www.shcc.or.kr,1,sitemap,HTTPError,시흥문화원,http://www.shcc.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.tribowl.kr,1,sitemap,HTTPError,트라이보울,http://www.tribowl.kr/sitemap.xml,HTTP Error 403: Forbidden
coatingkorea.kr,1,sitemap,HTTPError,코팅코리아,http://coatingkorea.kr/sitemap.xml,HTTP Error 404: Not Found
www.spaceimsi.com,1,sitemap,HTTPError,임시공간,http://www.spaceimsi.com/sitemap.xml,HTTP Error 404: Not Found
www.uiwang.go.kr,1,sitemap,HTTPError,오전생활문화센터,https://www.uiwang.go.kr/sitemap.xml,HTTP Error 500: Internal Server Error
www.gunpocf.or.kr,1,sitemap,HTTPError,군포시생활문화센터,https://www.gunpocf.or.kr/sitemap.xml,HTTP Error 404: 404
ok114.co.kr,1,sitemap,HTTPError,화음서예캘리그라피,http://ok114.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.hnart.or.kr,1,js-render,TimeoutError,하남문화재단,http://www.hnart.or.kr/,"Page.goto: Timeout 12000ms exceeded.
Call log:
  - navigating to ""http://www.hnart.or.kr/"", waiting until ""domcontentloaded"""
www.hartm.com,1,sitemap,HTTPError,한국미술관,http://www.hartm.com/sitemap.xml,HTTP Error 404: Not Found
yimc.or.kr,1,sitemap,HTTPError,용인특례시 미디어센터,https://yimc.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.angeliartmuseum.net,1,page,HTTPError,안젤리미술관,https://www.angeliartmuseum.net/%ED%98%84%EC%9E%AC%EC%A0%84%EC%8B%9C,HTTP Error 400: Bad Request
numnadri.com,1,page,HTTPError,넘나들이 아트랩,https://numnadri.com/tag/%EC%B0%B8%EC%97%AC%ED%98%95%EC%A0%84%EC%8B%9C,HTTP Error 404:
gcm.ggcf.kr,1,sitemap,HTTPError,경기도어린이박물관,http://gcm.ggcf.kr/sitemap.xml,HTTP Error 404: Not Found
www.sujicu-culture.co.kr,1,sitemap,HTTPError,수지신협문화센터,https://www.sujicu-culture.co.kr/sitemap.xml,HTTP Error 404: Not Found
ringaringa0927.cafe24.com,1,sitemap,HTTPError,링가링가 문화센터 모현점,https://ringaringa0927.cafe24.com/sitemap.xml,HTTP Error 404: Not Found
musenet.ggcf.kr,1,sitemap,HTTPError,경기도박물관,https://musenet.ggcf.kr/sitemap.xml,HTTP Error 404: Not Found
www.abductions625.go.kr,1,sitemap,HTTPError,국립6.25전쟁납북자기념관,http://www.abductions625.go.kr/sitemap.xml,HTTP Error 404: Not Found
whiteblock.org,1,sitemap,HTTPError,아트센터 화이트블럭,http://whiteblock.org/sitemap.xml,HTTP Error 404: Not Found
www.paju.go.kr,1,sitemap,HTTPError,파주시청년공간GP1939,https://www.paju.go.kr/sitemap.xml,HTTP Error 404: Not Found
woorispacelab.com,1,sitemap,HTTPError,우리공간연구소,http://woorispacelab.com/sitemap.xml,HTTP Error 404: Not Found
www.geom.co.kr,1,sitemap,HTTPError,지오메트리,http://www.geom.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.gallerydokdo.com,1,sitemap,HTTPError,영토문화관 독도,http://www.gallerydokdo.com/sitemap.xml,HTTP Error 404: Not Found
www.pajucc.or.kr,1,sitemap,HTTPError,파주문화원,http://www.pajucc.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.sempio.com,1,sitemap,HTTPError,샘표스페이스,http://www.sempio.com/sitemap.xml,HTTP Error 404: Not Found
www.icac.or.kr,1,sitemap,HTTPError,이천아트센터,http://www.icac.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.2000fmc.or.kr,1,sitemap,HTTPError,남부 반다비문화체육센터,https://www.2000fmc.or.kr/sitemap.xml,HTTP Error 404: 404
www.artic.or.kr,1,sitemap,HTTPError,이천시립박물관,https://www.artic.or.kr/sitemap.xml,HTTP Error 500: 500
templefood.wixsite.com,1,sitemap,HTTPError,마하연사찰음식문화원,http://templefood.wixsite.com/sitemap.xml,HTTP Error 404: Not Found
www.leeveart.com,1,sitemap,HTTPError,리베아트센터,http://www.leeveart.com/sitemap.xml,HTTP Error 404: Not Found
www.baudeogi.com,1,sitemap,HTTPError,안성남사당전수관,http://www.baudeogi.com/sitemap.xml,HTTP Error 404: Not Found
www.soundmuseum.kr,1,sitemap,HTTPError,소리체험박물관,http://www.soundmuseum.kr/sitemap.xml,HTTP Error 404: Not Found
www.boroomsan.com,1,sitemap,HTTPError,보름산미술관,http://www.boroomsan.com/sitemap.xml,HTTP Error 404: Not Found
gimpomunhwa.or.kr,1,sitemap,HTTPError,김포문화원,http://gimpomunhwa.or.kr/sitemap.xml,HTTP Error 404: 404
m.culture.lottemart.com,1,sitemap,HTTPError,롯데마트 문화센터 김포한강점,https://m.culture.lottemart.com/sitemap.xml,HTTP Error 404: Not Found
www.changmoonart.co.kr,1,sitemap,HTTPError,창문아트센터,http://www.changmoonart.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.sciencecenter.or.kr,1,sitemap,HTTPError,국립광주과학관,https://www.sciencecenter.or.kr/sitemap.xml,HTTP Error 404: 404
www.horang.art,1,sitemap,HTTPError,호랑가시나무 아트폴리곤,https://www.horang.art/sitemap.xml,HTTP Error 404: Not Found
